,title,genre,budget,runtime,year,month,revenue
657,Resident Evil: Retribution,Action,65000000.0,95.0,2012,9,240159255
757,Trouble with the Curve,Drama,,111.0,2012,9,0
1007,Anna Karenina,Drama,,130.0,2012,9,68929150
1041,Taken 2,Action,45000000.0,91.0,2012,9,376141306
1255,The Impossible,Thriller,42000000.0,113.0,2012,9,180274123
1323,The Master,Drama,32000000.0,137.0,2012,9,28258060
1437,Bait,Action,30000000.0,93.0,2012,9,0
1568,Looper,Action,30000000.0,118.0,2012,9,47042000
29,Skyfall,Action,200000000.0,143.0,2012,10,1108561013
301,Cloud Atlas,Drama,102000000.0,172.0,2012,10,130482868
1102,Argo,Drama,44500000.0,120.0,2012,10,232324128
1126,Here Comes the Boom,Comedy,,105.0,2012,10,73100172
1293,Frankenweenie,Animation,39000000.0,87.0,2012,10,35287788
1417,Alex Cross,Action,45000000.0,101.0,2012,10,30353232
1919,Fly Me to the Moon,Comedy,,104.0,2012,10,0
89,Wreck-It Ralph,,165000000.0,108.0,2012,11,471222889
98,The Hobbit: An Unexpected Journey,Adventure,250000000.0,169.0,2012,11,1021103568
154,Rise of the Guardians,Fantasy,145000000.0,97.0,2012,11,306941670
172,The Twilight Saga: Breaking Dawn - Part 2,Adventure,120000000.0,115.0,2012,11,829000000
216,Life of Pi,Adventure,120000000.0,127.0,2012,11,609016565
633,Lincoln,,65000000.0,149.0,2012,11,275293450
1475,Playing for Keeps,Comedy,35000000.0,106.0,2012,11,0
1530,Flight,Drama,31000000.0,138.0,2012,11,161772375
1942,Cirque du Soleil: Worlds Away,Fantasy,,91.0,2012,11,34153101
287,Django Unchained,Drama,100000000.0,165.0,2012,12,425368238
637,Les Misérables,Drama,61000000.0,157.0,2012,12,441809770
717,Jack Reacher,Crime,60000000.0,130.0,2012,12,218340595
884,Zero Dark Thirty,Thriller,40000000.0,157.0,2012,12,132820716
1218,The Guilt Trip,Comedy,40000000.0,95.0,2012,12,41863726
1388,This Is 40,Comedy,35000000.0,134.0,2012,12,88058786
1834,Parental Guidance,Comedy,25000000.0,104.0,2012,12,119772232
747,Gangster Squad,Crime,60000000.0,113.0,2013,1,105200903
866,Bullet to the Head,Action,55000000.0,92.0,2013,1,9489829
937,Hansel & Gretel: Witch Hunters,Fantasy,50000000.0,88.0,2013,1,224803475
1304,The Grandmaster,Action,3860000.0,130.0,2013,1,64076736
1429,Broken City,Thriller,56000000.0,109.0,2013,1,19701164
1434,Parker,Action,35000000.0,118.0,2013,1,46216641
1567,Warm Bodies,Horror,35000000.0,97.0,2013,1,116980662
1653,The Last Stand,Action,30000000.0,107.0,2013,1,0
1945,The Best Offer,Drama,13500000.0,124.0,2013,1,19255873
48,Jack the Giant Slayer,Action,195000000.0,114.0,2013,2,197687603
337,A Good Day to Die Hard,Action,92000000.0,98.0,2013,2,304654182
995,Beautiful Creatures,Fantasy,60000000.0,124.0,2013,2,60052138
1198,Escape from Planet Earth,Animation,40000000.0,89.0,2013,2,74597643
1368,Identity Thief,Comedy,35000000.0,111.0,2013,2,173965010
1618,Side Effects,Thriller,30000000.0,106.0,2013,2,63372757
1717,Safe Haven,Romance,28000000.0,115.0,2013,2,97594140
37,Oz: The Great and Powerful,Fantasy,200000000.0,130.0,2013,3,491868548
166,G.I. Joe: Retaliation,Adventure,130000000.0,110.0,2013,3,371876278
234,The Croods,Adventure,135000000.0,98.0,2013,3,585178928
580,Olympus Has Fallen,Action,70000000.0,120.0,2013,3,161025640
972,The Host,Action,44000000.0,125.0,2013,3,63327201
1520,The Incredible Burt Wonderstone,Comedy,30000000.0,100.0,2013,3,27437881
1664,Dead Man Down,Thriller,,118.0,2013,3,18074539
31,Iron Man 3,Action,200000000.0,130.0,2013,4,1215439994
228,Oblivion,Action,120000000.0,124.0,2013,4,286168572
1169,42,Drama,40000000.0,128.0,2013,4,95020213
1504,The Big Wedding,Comedy,35000000.0,90.0,2013,4,21819348
1792,Pain & Gain,Thriller,25000000.0,130.0,2013,4,86175291
47,Star Trek Into Darkness,Action,190000000.0,132.0,2013,5,467365246
49,The Great Gatsby,Drama,105000000.0,143.0,2013,5,351040419
193,After Earth,Science Fiction,130000000.0,100.0,2013,5,243843127
294,Epic,Animation,100000000.0,102.0,2013,5,268426634
519,Now You See Me,Thriller,75000000.0,115.0,2013,5,117698894
14,Man of Steel,Action,225000000.0,143.0,2013,6,662845518
34,Monsters University,Animation,200000000.0,104.0,2013,6,743559607
45,World War Z,Action,200000000.0,116.0,2013,6,531865000
140,White House Down,Action,150000000.0,131.0,2013,6,205366737
506,Despicable Me 2,Animation,76000000.0,98.0,2013,6,970761885
605,Legends of Oz: Dorothy's Return,Animation,70000000.0,88.0,2013,6,18662027
798,The Internship,Comedy,58000000.0,119.0,2013,6,44000000
1124,The Heat,Action,43000000.0,117.0,2013,6,158674180
1500,This Is the End,Action,32000000.0,107.0,2013,6,126041322
13,The Lone Ranger,Action,255000000.0,149.0,2013,7,89289910
51,Pacific Rim,Action,180000000.0,131.0,2013,7,407602906
177,Turbo,Animation,135000000.0,96.0,2013,7,282570682
198,R.I.P.D.,Fantasy,130000000.0,96.0,2013,7,61648500
232,The Wolverine,Action,120000000.0,126.0,2013,7,415440673
258,The Smurfs 2,Fantasy,105000000.0,105.0,2013,7,347434178
433,RED 2,Action,84000000.0,116.0,2013,7,0
436,Grown Ups 2,Comedy,80000000.0,100.0,2013,7,246984278
1740,Kick-Ass 2,Action,28000000.0,103.0,2013,7,60700000
222,Elysium,Science Fiction,115000000.0,109.0,2013,8,286140700
368,Percy Jackson: Sea of Monsters,Adventure,90000000.0,106.0,2013,8,174578751
700,2 Guns,Action,61000000.0,109.0,2013,8,131940411
777,The Mortal Instruments: City of Bones,Action,60000000.0,130.0,2013,8,90565421
1286,Snowpiercer,Action,39200000.0,126.0,2013,8,86758912
1340,We're the Millers,Comedy,37000000.0,110.0,2013,8,269994119
1547,The Butler,Drama,25000000.0,132.0,2013,8,115922175
1873,Blood Ties,Thriller,25500000.0,128.0,2013,8,2415472
239,Gravity,Science Fiction,105000000.0,91.0,2013,9,716392705
496,Cloudy with a Chance of Meatballs 2,Animation,78000000.0,95.0,2013,9,248384621
1051,Prisoners,Drama,46000000.0,153.0,2013,9,122126687
1319,Riddick,Science Fiction,38000000.0,119.0,2013,9,98337295
1332,Rush,Drama,38000000.0,123.0,2013,9,90247624
1660,Runner Runner,Crime,30000000.0,91.0,2013,9,62616646
1709,Space Pirate Captain Harlock,Animation,30000000.0,115.0,2013,9,17137302
126,Thor: The Dark World,Action,170000000.0,112.0,2013,10,644571402
260,Ender's Game,Science Fiction,110000000.0,114.0,2013,10,125537191
609,Escape Plan,Action,50000000.0,115.0,2013,10,122915111
818,Captain Phillips,Action,55000000.0,134.0,2013,10,95000000
837,Free Birds,Animation,55000000.0,91.0,2013,10,110000000
1509,The Young and Prodigious T.S. Spivet,Adventure,33000000.0,105.0,2013,10,9494789
1613,Carrie,Drama,30000000.0,100.0,2013,10,82394288
1712,Last Vegas,Comedy,28000000.0,105.0,2013,10,134402450
1820,The Fifth Estate,Drama,28000000.0,128.0,2013,10,8555008
1952,The Counselor,Thriller,25000000.0,117.0,2013,10,71009334
124,Frozen,Animation,150000000.0,102.0,2013,11,1274219009
183,The Hunger Games: Catching Fire,Adventure,130000000.0,146.0,2013,11,847423452
1386,Saving Mr. Banks,Comedy,35000000.0,125.0,2013,11,112544580
22,The Hobbit: The Desolation of Smaug,Adventure,250000000.0,161.0,2013,12,958400000
84,47 Ronin,Drama,175000000.0,119.0,2013,12,150962475
298,The Wolf of Wall Street,Crime,100000000.0,180.0,2013,12,392000694
349,The Secret Life of Walter Mitty,Adventure,90000000.0,114.0,2013,12,188133322
479,Walking With Dinosaurs,Animation,80000000.0,87.0,2013,12,126546518
906,Anchorman 2: The Legend Continues,Comedy,50000000.0,119.0,2013,12,173649015
1149,American Hustle,Drama,40000000.0,138.0,2013,12,251171807
1158,Lone Survivor,Action,40000000.0,121.0,2013,12,149295601
1297,Grudge Match,Comedy,40000000.0,113.0,2013,12,44907260
1476,Mandela: Long Walk to Freedom,Drama,35000000.0,141.0,2013,12,27330000
1481,Thunder and the House of Magic,,34000000.0,85.0,2013,12,0
1843,A Madea Christmas,Comedy,,100.0,2013,12,0
1885,August: Osage County,Comedy,25000000.0,121.0,2013,12,74188937
1997,Her,Romance,23000000.0,126.0,2013,12,47351251
1999,The Adventurer: The Curse of the Midas Box,Fantasy,25000000.0,99.0,2013,12,6399
224,RoboCop,Action,120000000.0,102.0,2014,1,242688965
586,The Monuments Men,,70000000.0,118.0,2014,1,154984035
610,The Legend of Hercules,Action,70000000.0,99.0,2014,1,61279452
666,"I, Frankenstein",Horror,65000000.0,92.0,2014,1,71154592
737,Jack Ryan: Shadow Recruit,Action,60000000.0,105.0,2014,1,50549107
930,Non-Stop,Action,50000000.0,106.0,2014,1,222809600
1580,The Nut Job,Animation,,85.0,2014,1,0
1822,Forbidden Kingdom,Thriller,26000000.0,127.0,2014,1,0
1830,Ride Along,Action,25000000.0,99.0,2014,1,153997819
144,Mr. Peabody & Sherman,Animation,145000000.0,92.0,2014,2,272912430
491,Pompeii,Action,130000000.0,105.0,2014,2,117831631
744,The Lego Movie,Adventure,60000000.0,100.0,2014,2,469160692
776,Winter's Tale,Drama,60000000.0,118.0,2014,2,30800231
1532,The Grand Budapest Hotel,Comedy,30000000.0,99.0,2014,2,174600318
1727,3 Days to Kill,Action,28000000.0,113.0,2014,2,52597999
85,Captain America: The Winter Soldier,Action,170000000.0,136.0,2014,3,714766572
189,Noah,Drama,125000000.0,139.0,2014,3,362637473
202,Rio 2,Animation,103000000.0,102.0,2014,3,500188435
253,300: Rise of an Empire,Action,110000000.0,102.0,2014,3,337580051
400,Divergent,Adventure,85000000.0,139.0,2014,3,288747895
629,Need for Speed,Action,66000000.0,130.0,2014,3,203277636
858,Muppets Most Wanted,Comedy,50000000.0,112.0,2014,3,80383290
1448,Sabotage,Action,35000000.0,110.0,2014,3,17508518
1956,Red Sky,Action,25000000.0,100.0,2014,3,0
38,The Amazing Spider-Man 2,Action,200000000.0,142.0,2014,4,705717432
333,Transcendence,Thriller,100000000.0,119.0,2014,4,103039258
1185,The Other Woman,Comedy,40000000.0,109.0,2014,4,196781193
1742,Brick Mansions,Action,28000000.0,90.0,2014,4,68896829
1913,Draft Day,Drama,25000000.0,109.0,2014,4,28831145
46,X-Men: Days of Future Past,Action,250000000.0,131.0,2014,5,747862775
74,Edge of Tomorrow,Action,178000000.0,113.0,2014,5,370541256
81,Maleficent,Fantasy,180000000.0,97.0,2014,5,758539785
1071,Blended,Comedy,40000000.0,117.0,2014,5,123494610
1229,A Million Ways to Die in the West,Comedy,,116.0,2014,5,0
1306,Dragon Nest: Warriors' Dawn,Adventure,40000000.0,88.0,2014,5,0
1679,Grace of Monaco,Romance,30000000.0,103.0,2014,5,0
1863,Million Dollar Arm,Drama,25000000.0,124.0,2014,5,38307627
36,Transformers: Age of Extinction,Science Fiction,210000000.0,165.0,2014,6,1091405097
82,Dawn of the Planet of the Apes,Science Fiction,170000000.0,130.0,2014,6,710644566
160,How to Train Your Dragon 2,Fantasy,145000000.0,102.0,2014,6,609123048
911,22 Jump Street,Crime,50000000.0,112.0,2014,6,188441614
1208,Jersey Boys,,40000000.0,134.0,2014,6,67347013
1678,United Passions,Drama,27000000.0,110.0,2014,6,0
1963,Think Like a Man Too,Comedy,24000000.0,105.0,2014,6,70181428
94,Guardians of the Galaxy,Action,170000000.0,121.0,2014,7,773328629
304,Hercules,Action,100000000.0,99.0,2014,7,243400000
1153,Lucy,Action,40000000.0,89.0,2014,7,126546825
1222,Sex Tape,Comedy,40000000.0,97.0,2014,7,126069509
1627,Deliver Us from Evil,Thriller,30000000.0,118.0,2014,7,0
238,Teenage Mutant Ninja Turtles,Science Fiction,125000000.0,101.0,2014,8,477200000
307,The Expendables 3,Action,90000000.0,127.0,2014,8,206172544
669,Sin City: A Dame to Kill For,Crime,65000000.0,102.0,2014,8,39407616
951,Into the Storm,Action,50000000.0,89.0,2014,8,160602194
1623,Get on Up,Drama,,139.0,2014,8,31911598
1864,The Giver,Drama,25000000.0,94.0,2014,8,66980456
742,The Boxtrolls,Animation,60000000.0,97.0,2014,9,108255770
821,The Equalizer,Thriller,55000000.0,132.0,2014,9,192330738
1345,Dolphin Tale 2,,36000000.0,107.0,2014,9,52424533
1465,The Maze Runner,Action,34000000.0,113.0,2014,9,348319861
1781,A Walk Among the Tombstones,Crime,28000000.0,113.0,2014,9,53181600
1824,The Face of an Angel,Thriller,,100.0,2014,9,0
88,Big Hero 6,Adventure,165000000.0,102.0,2014,10,652105443
456,Fury,,68000000.0,135.0,2014,10,211817906
589,Dracula Untold,Horror,70000000.0,92.0,2014,10,215529201
693,Gone Girl,,61000000.0,145.0,2014,10,369330363
942,The Book of Life,Romance,50000000.0,95.0,2014,10,97437106
954,The Judge,Drama,50000000.0,141.0,2014,10,83719388
1723,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",,28000000.0,81.0,2014,10,100654149
1816,The Best of Me,Drama,26000000.0,117.0,2014,10,35926213
1955,Kung Fu Jungle,Crime,25000000.0,100.0,2014,10,0
95,Interstellar,Adventure,165000000.0,169.0,2014,11,675120017
179,Penguins of Madagascar,,132000000.0,92.0,2014,11,373552094
200,The Hunger Games: Mockingjay - Part 1,Science Fiction,125000000.0,123.0,2014,11,752100229
842,Paddington,,55000000.0,95.0,2014,11,259207227
1171,Dumb and Dumber To,Comedy,40000000.0,110.0,2014,11,169837010
1197,Horrible Bosses 2,Comedy,42000000.0,108.0,2014,11,107670357
19,The Hobbit: The Battle of the Five Armies,Action,250000000.0,144.0,2014,12,956019788
157,Exodus: Gods and Kings,Adventure,140000000.0,150.0,2014,12,268031828
195,Night at the Museum: Secret of the Tomb,Adventure,127000000.0,97.0,2014,12,349424282
331,Seventh Son,Adventure,95000000.0,102.0,2014,12,114178613
642,Unbroken,Drama,65000000.0,137.0,2014,12,163442937
651,Annie,Comedy,65000000.0,119.0,2014,12,133821816
790,American Sniper,,58800000.0,133.0,2014,12,542307423
917,Into the Woods,Fantasy,50000000.0,125.0,2014,12,212902372
1020,Taken 3,Thriller,48000000.0,109.0,2014,12,325771424
1138,The Interview,Action,44000000.0,112.0,2014,12,12342632
1884,The Gambler,Thriller,25000000.0,111.0,2014,12,39171130
606,Blackhat,Crime,70000000.0,133.0,2015,1,17752940
783,Mortdecai,Comedy,60000000.0,106.0,2015,1,30418560
1674,Wild Card,Thriller,30000000.0,92.0,2015,1,0
61,Jupiter Ascending,Science Fiction,176000003.0,124.0,2015,2,183987723
83,The Lovers,Action,27000000.0,109.0,2015,2,0
569,The SpongeBob Movie: Sponge Out of Water,Animation,74000000.0,93.0,2015,2,311594032
652,Focus,Romance,50100000.0,105.0,2015,2,153962963
678,Dragon Blade,Action,65000000.0,127.0,2015,2,121545703
1154,Fifty Shades of Grey,Drama,40000000.0,125.0,2015,2,571006128
1278,The Gunman,Action,40000000.0,115.0,2015,2,13644292
1806,Accidental Love,Romance,26000000.0,100.0,2015,2,0
184,Home,Fantasy,135000000.0,94.0,2015,3,368871007
249,Insurgent,Adventure,110000000.0,119.0,2015,3,295238201
326,Cinderella,Romance,95000000.0,105.0,2015,3,543514353
982,Run All Night,Action,50000000.0,114.0,2015,3,71561644
1008,Chappie,Crime,49000000.0,120.0,2015,3,104399548
1013,Child 44,Crime,50000000.0,137.0,2015,3,3324330
1166,Get Hard,Comedy,40000000.0,100.0,2015,3,111811453
1466,Unfinished Business,Comedy,35000000.0,91.0,2015,3,14431253
7,Avengers: Age of Ultron,Action,280000000.0,141.0,2015,4,1405403694
44,Furious 7,Action,190000000.0,137.0,2015,4,1506249360
1142,Why I Did (Not) Eat My Father,Adventure,,100.0,2015,4,0
1310,Paul Blart: Mall Cop 2,Action,38000000.0,94.0,2015,4,107597242
1472,The Longest Ride,Drama,34000000.0,128.0,2015,4,63013281
1599,The Age of Adaline,Fantasy,25000000.0,112.0,2015,4,65663276
87,Tomorrowland,Adventure,190000000.0,130.0,2015,5,209154322
127,Mad Max: Fury Road,Action,150000000.0,120.0,2015,5,378858340
244,San Andreas,Action,110000000.0,114.0,2015,5,470490832
1348,Aloha,Drama,37000000.0,105.0,2015,5,26250020
1432,Hot Pursuit,Action,35000000.0,87.0,2015,5,51680201
1683,Pitch Perfect 2,Comedy,29000000.0,115.0,2015,5,287506194
28,Jurassic World,Action,150000000.0,124.0,2015,6,1513528810
77,Inside Out,Drama,175000000.0,94.0,2015,6,857611174
108,Terminator Genisys,Science Fiction,155000000.0,126.0,2015,6,440603537
546,Minions,,74000000.0,91.0,2015,6,1156730962
616,Ted 2,Comedy,68000000.0,115.0,2015,6,217022588
1597,Southpaw,Action,30000000.0,123.0,2015,6,91709827
134,Mission: Impossible - Rogue Nation,Action,150000000.0,131.0,2015,7,682330139
182,Ant-Man,Science Fiction,130000000.0,117.0,2015,7,519311965
362,Pixels,Action,88000000.0,105.0,2015,7,243637091
501,The Little Prince,Adventure,64000000.0,92.0,2015,7,97571250
1290,Baahubali: The Beginning,Action,40000000.0,159.0,2015,7,100000000
1371,Trainwreck,Comedy,35000000.0,125.0,2015,7,140795793
1536,Vacation,Comedy,31000000.0,99.0,2015,7,104384188
1808,Self/less,Science Fiction,26000000.0,116.0,2015,7,30523226
242,Fantastic Four,Action,120000000.0,100.0,2015,8,167977596
531,The Man from U.N.C.L.E.,Comedy,75000000.0,116.0,2015,8,108145109
791,Goosebumps,Adventure,58000000.0,103.0,2015,8,158162788
1696,Straight Outta Compton,Drama,28000000.0,147.0,2015,8,201634991
1917,The 33,Drama,25000000.0,120.0,2015,8,24902723
143,Pan,Adventure,150000000.0,111.0,2015,9,128388320
270,The Martian,Drama,108000000.0,141.0,2015,9,630161890
464,Hotel Transylvania 2,Animation,80000000.0,89.0,2015,9,473226958
474,Evolution,,,81.0,2015,9,0
671,Everest,Adventure,55000000.0,121.0,2015,9,203427584
708,Maze Runner: The Scorch Trials,Action,61000000.0,132.0,2015,9,311256926
877,Black Mass,Crime,53000000.0,122.0,2015,9,98837872
1173,The Intern,Comedy,35000000.0,121.0,2015,9,194564672
1452,The Walk,Adventure,35000000.0,123.0,2015,9,61181942
1596,Sicario,Action,30000000.0,121.0,2015,9,84025816
1736,Our Brand Is Crisis,Comedy,28000000.0,108.0,2015,9,7002261
1909,Legend,Crime,25000000.0,131.0,2015,9,42972994
2,Spectre,Action,245000000.0,148.0,2015,10,880674609
486,The Last Witch Hunter,Fantasy,90000000.0,106.0,2015,10,146936910
492,Top Cat Begins,Comedy,8000000.0,89.0,2015,10,0
1187,Bridge of Spies,Thriller,40000000.0,141.0,2015,10,165478348
54,The Good Dinosaur,Adventure,175000000.0,93.0,2015,11,331926147
102,The Hunger Games: Mockingjay - Part 2,Action,160000000.0,137.0,2015,11,653428261
310,In the Heart of the Sea,Thriller,100000000.0,122.0,2015,11,93820758
313,The Peanuts Movie,Animation,99000000.0,88.0,2015,11,246233113
1111,Victor Frankenstein,Drama,40000000.0,109.0,2015,11,34227298
1327,Creed,Drama,37000000.0,133.0,2015,11,173567581
1419,Heist,Crime,8900000.0,93.0,2015,11,4100000
1424,Concussion,Drama,35000000.0,123.0,2015,11,50363790
1680,Savva. Heart of the Warrior,Fantasy,30000000.0,85.0,2015,11,0
176,The Revenant,,135000000.0,156.0,2015,12,532950503
308,Point Break,Action,105000000.0,114.0,2015,12,133718711
359,Alvin and the Chipmunks: The Road Chip,Adventure,,92.0,2015,12,233755553
684,The Hateful Eight,Crime,44000000.0,167.0,2015,12,155760117
738,Joy,Drama,60000000.0,124.0,2015,12,101134059
796,The Ridiculous 6,Comedy,60000000.0,119.0,2015,12,0
916,Daddy's Home,Comedy,50000000.0,96.0,2015,12,242786137
1357,Ip Man 3,Action,36000000.0,105.0,2015,12,156844753
1704,The Big Short,Comedy,28000000.0,130.0,2015,12,133346506
152,Kung Fu Panda 3,Action,145000000.0,95.0,2016,1,521170825
621,The Finest Hours,Action,80000000.0,114.0,2016,1,52099090
786,The Monkey King 2,Action,68490000.0,120.0,2016,1,193677158
941,13 Hours: The Secret Soldiers of Benghazi,Action,50000000.0,144.0,2016,1,69411370
1174,Ride Along 2,Action,40000000.0,102.0,2016,1,124827316
1326,The 5th Wave,Adventure,38000000.0,112.0,2016,1,109906372
1335,How to Be Single,Comedy,38000000.0,110.0,2016,1,112343513
1962,Jane Got a Gun,Action,25000000.0,98.0,2016,1,1397284
161,Gods of Egypt,Fantasy,140000000.0,127.0,2016,2,150680864
788,Deadpool,Action,58000000.0,108.0,2016,2,783112979
997,Zoolander 2,Comedy,50000000.0,100.0,2016,2,55969000
1737,Pride and Prejudice and Zombies,Romance,28000000.0,108.0,2016,2,16374328
1888,Eddie the Eagle,Comedy,23000000.0,106.0,2016,2,46152800
9,Batman v Superman: Dawn of Justice,Action,250000000.0,151.0,2016,3,873260194
256,Allegiant,Adventure,110000000.0,121.0,2016,3,179246868
739,London Has Fallen,Action,60000000.0,99.0,2016,3,205754447
26,Captain America: Civil War,Adventure,250000000.0,147.0,2016,4,1153304495
78,The Jungle Book,,175000000.0,106.0,2016,4,966550600
237,The Huntsman: Winter's War,Action,115000000.0,114.0,2016,4,164602163
1528,Criminal,Action,31500000.0,113.0,2016,4,14708696
1690,The Boss,Comedy,29000000.0,91.0,2016,4,78636257
64,X-Men: Apocalypse,Science Fiction,178000000.0,144.0,2016,5,543934787
105,Alice Through the Looking Glass,Fantasy,170000000.0,113.0,2016,5,299370084
107,Warcraft,Action,160000000.0,123.0,2016,5,433677183
550,The Angry Birds Movie,,73000000.0,97.0,2016,5,349779543
1160,The Conjuring 2,Horror,40000000.0,134.0,2016,5,320170008
1385,Neighbors 2: Sorority Rising,Comedy,35000000.0,91.0,2016,5,108758521
1700,Florence Foster Jenkins,Comedy,29000000.0,110.0,2016,5,48902953
1770,Money Monster,Thriller,27000000.0,98.0,2016,5,93282604
62,The Legend of Tarzan,Action,180000000.0,109.0,2016,6,356743061
91,Independence Day: Resurgence,Action,165000000.0,120.0,2016,6,389681935
175,The BFG,Adventure,140000000.0,120.0,2016,6,183345589
241,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,135000000.0,112.0,2016,6,245623848
370,Now You See Me 2,Action,90000000.0,129.0,2016,6,334901337
504,The Secret Life of Pets,Animation,75000000.0,87.0,2016,6,875958308
914,Central Intelligence,Action,50000000.0,107.0,2016,6,216972543
979,Free State of Jones,,50000000.0,139.0,2016,6,25035950
56,Star Trek Beyond,Action,185000000.0,122.0,2016,7,343471816
97,Shin Godzilla,Action,15000000.0,120.0,2016,7,77000000
148,Ghostbusters,Action,144000000.0,116.0,2016,7,229147509
218,Jason Bourne,Action,120000000.0,123.0,2016,7,415484914
1038,The Infiltrator,Crime,25000000.0,127.0,2016,7,15436808
1682,Sausage Party,Adventure,19000000.0,83.0,2016,7,140752617
72,Suicide Squad,Action,175000000.0,123.0,2016,8,745000000
357,Ben-Hur,Drama,100000000.0,125.0,2016,8,94061311
